location_id,date,number_confirmed_cases
United Kingdom,2/25/20,13
Uruguay,2/25/20,0
US,2/25/20,51
Uzbekistan,2/25/20,0
Venezuela,2/25/20,0
Vietnam,2/25/20,16
Zambia,2/25/20,0
Zimbabwe,2/25/20,0
Canada (Diamond Princess),2/25/20,0
Dominica,2/25/20,0
Grenada,2/25/20,0
Mozambique,2/25/20,0
Syria,2/25/20,0
Timor-Leste,2/25/20,0
Belize,2/25/20,0
Canada (Recovered),2/25/20,0
Laos,2/25/20,0
Libya,2/25/20,0
West Bank and Gaza,2/25/20,0
Guinea-Bissau,2/25/20,0
Mali,2/25/20,0
Saint Kitts and Nevis,2/25/20,0
Canada (Northwest Territories),2/25/20,0
Canada (Yukon),2/25/20,0
Kosovo,2/25/20,0
Afghanistan,2/26/20,1
Albania,2/26/20,0
Algeria,2/26/20,1
Andorra,2/26/20,0
Angola,2/26/20,0
Antigua and Barbuda,2/26/20,0
Argentina,2/26/20,0
Armenia,2/26/20,0
Australia (Australian Capital Territory),2/26/20,0
Australia (New South Wales),2/26/20,4
Australia (Northern Territory),2/26/20,0
Australia (Queensland),2/26/20,5
Australia (South Australia),2/26/20,2
Australia (Tasmania),2/26/20,0
Australia (Victoria),2/26/20,4
Australia (Western Australia),2/26/20,0
Austria,2/26/20,2
Azerbaijan,2/26/20,0
Bahamas,2/26/20,0
Bahrain,2/26/20,33
Bangladesh,2/26/20,0
Barbados,2/26/20,0
Belarus,2/26/20,0
Belgium,2/26/20,1
Benin,2/26/20,0
Bhutan,2/26/20,0
Bolivia,2/26/20,0
Bosnia and Herzegovina,2/26/20,0
Brazil,2/26/20,1
Brunei,2/26/20,0
Bulgaria,2/26/20,0
Burkina Faso,2/26/20,0
Cabo Verde,2/26/20,0
Cambodia,2/26/20,1
Cameroon,2/26/20,0
Canada (Alberta),2/26/20,0
Canada (British Columbia),2/26/20,7
Canada (Grand Princess),2/26/20,0
Canada (Manitoba),2/26/20,0
Canada (New Brunswick),2/26/20,0
Canada (Newfoundland and Labrador),2/26/20,0
Canada (Nova Scotia),2/26/20,0
Canada (Ontario),2/26/20,4
Canada (Prince Edward Island),2/26/20,0
Canada (Quebec),2/26/20,0
Canada (Saskatchewan),2/26/20,0
Central African Republic,2/26/20,0
Chad,2/26/20,0
Chile,2/26/20,0
China (Anhui),2/26/20,989
China (Beijing),2/26/20,400
China (Chongqing),2/26/20,576
China (Fujian),2/26/20,294
China (Gansu),2/26/20,91
China (Guangdong),2/26/20,1347
China (Guangxi),2/26/20,252
China (Guizhou),2/26/20,146
China (Hainan),2/26/20,168
China (Hebei),2/26/20,312
China (Heilongjiang),2/26/20,480
China (Henan),2/26/20,1271
China (Hong Kong),2/26/20,91
China (Hubei),2/26/20,65187
China (Hunan),2/26/20,1016
China (Inner Mongolia),2/26/20,75
China (Jiangsu),2/26/20,631
China (Jiangxi),2/26/20,934
China (Jilin),2/26/20,93
China (Liaoning),2/26/20,121
China (Macau),2/26/20,10
China (Ningxia),2/26/20,71
China (Qinghai),2/26/20,18
China (Shaanxi),2/26/20,245
China (Shandong),2/26/20,756
China (Shanghai),2/26/20,337
China (Shanxi),2/26/20,133
China (Sichuan),2/26/20,531
China (Tianjin),2/26/20,135
China (Tibet),2/26/20,1
China (Xinjiang),2/26/20,76
China (Yunnan),2/26/20,174
China (Zhejiang),2/26/20,1205
Colombia,2/26/20,0
Congo (Brazzaville),2/26/20,0
Congo (Kinshasa),2/26/20,0
Costa Rica,2/26/20,0
Cote d'Ivoire,2/26/20,0
Croatia,2/26/20,3
Diamond Princess,2/26/20,705
Cuba,2/26/20,0
Cyprus,2/26/20,0
Czechia,2/26/20,0
Denmark (Faroe Islands),2/26/20,0
Denmark (Greenland),2/26/20,0
Denmark,2/26/20,0
Djibouti,2/26/20,0
Dominican Republic,2/26/20,0
Ecuador,2/26/20,0
Egypt,2/26/20,1
El Salvador,2/26/20,0
Equatorial Guinea,2/26/20,0
Eritrea,2/26/20,0
Estonia,2/26/20,0
Eswatini,2/26/20,0
Ethiopia,2/26/20,0
Fiji,2/26/20,0
Finland,2/26/20,2
France (French Guiana),2/26/20,0
France (French Polynesia),2/26/20,0
France (Guadeloupe),2/26/20,0
France (Mayotte),2/26/20,0
France (New Caledonia),2/26/20,0
France (Reunion),2/26/20,0
France (Saint Barthelemy),2/26/20,0
France (St Martin),2/26/20,0
France (Martinique),2/26/20,0
France,2/26/20,18
Gabon,2/26/20,0
Gambia,2/26/20,0
Georgia,2/26/20,1
Germany,2/26/20,27
Ghana,2/26/20,0
Greece,2/26/20,1
Guatemala,2/26/20,0
Guinea,2/26/20,0
Guyana,2/26/20,0
Haiti,2/26/20,0
Holy See,2/26/20,0
Honduras,2/26/20,0
Hungary,2/26/20,0
Iceland,2/26/20,0
India,2/26/20,3
Indonesia,2/26/20,0
Iran,2/26/20,139
Iraq,2/26/20,5
Ireland,2/26/20,0
Israel,2/26/20,2
Italy,2/26/20,453
Jamaica,2/26/20,0
Japan,2/26/20,189
Jordan,2/26/20,0
Kazakhstan,2/26/20,0
Kenya,2/26/20,0
"Korea, South",2/26/20,1261
Kuwait,2/26/20,26
Kyrgyzstan,2/26/20,0
Latvia,2/26/20,0
Lebanon,2/26/20,2
Liberia,2/26/20,0
Liechtenstein,2/26/20,0
Lithuania,2/26/20,0
Luxembourg,2/26/20,0
Madagascar,2/26/20,0
Malaysia,2/26/20,22
Maldives,2/26/20,0
Malta,2/26/20,0
Mauritania,2/26/20,0
Mauritius,2/26/20,0
Mexico,2/26/20,0
Moldova,2/26/20,0
Monaco,2/26/20,0
Mongolia,2/26/20,0
Montenegro,2/26/20,0
Morocco,2/26/20,0
Namibia,2/26/20,0
Nepal,2/26/20,1
Netherlands (Aruba),2/26/20,0
Netherlands (Curacao),2/26/20,0
Netherlands (Sint Maarten),2/26/20,0
Netherlands,2/26/20,0
New Zealand,2/26/20,0
Nicaragua,2/26/20,0
Niger,2/26/20,0
Nigeria,2/26/20,0
North Macedonia,2/26/20,1
Norway,2/26/20,1
Oman,2/26/20,4
Pakistan,2/26/20,2
Panama,2/26/20,0
Papua New Guinea,2/26/20,0
Paraguay,2/26/20,0
Peru,2/26/20,0
Philippines,2/26/20,3
Poland,2/26/20,0
Portugal,2/26/20,0
Qatar,2/26/20,0
Romania,2/26/20,1
Russia,2/26/20,2
Rwanda,2/26/20,0
Saint Lucia,2/26/20,0
Saint Vincent and the Grenadines,2/26/20,0
San Marino,2/26/20,0
Saudi Arabia,2/26/20,0
Senegal,2/26/20,0
Serbia,2/26/20,0
Seychelles,2/26/20,0
Singapore,2/26/20,93
Slovakia,2/26/20,0
Slovenia,2/26/20,0
Somalia,2/26/20,0
South Africa,2/26/20,0
Spain,2/26/20,13
Sri Lanka,2/26/20,1
Sudan,2/26/20,0
Suriname,2/26/20,0
Sweden,2/26/20,2
Switzerland,2/26/20,1
Taiwan*,2/26/20,32
Tanzania,2/26/20,0
Thailand,2/26/20,40
Togo,2/26/20,0
Trinidad and Tobago,2/26/20,0
Tunisia,2/26/20,0
Turkey,2/26/20,0
Uganda,2/26/20,0
Ukraine,2/26/20,0
United Arab Emirates,2/26/20,13
United Kingdom (Bermuda),2/26/20,0
United Kingdom (Cayman Islands),2/26/20,0
United Kingdom (Channel Islands),2/26/20,0
United Kingdom (Gibraltar),2/26/20,0
United Kingdom (Isle of Man),2/26/20,0
United Kingdom (Montserrat),2/26/20,0
United Kingdom,2/26/20,13
Uruguay,2/26/20,0
US,2/26/20,57
Uzbekistan,2/26/20,0
Venezuela,2/26/20,0
Vietnam,2/26/20,16
Zambia,2/26/20,0
Zimbabwe,2/26/20,0
Canada (Diamond Princess),2/26/20,0
Dominica,2/26/20,0
Grenada,2/26/20,0
Mozambique,2/26/20,0
Syria,2/26/20,0
Timor-Leste,2/26/20,0
Belize,2/26/20,0
Canada (Recovered),2/26/20,0
Laos,2/26/20,0
Libya,2/26/20,0
West Bank and Gaza,2/26/20,0
Guinea-Bissau,2/26/20,0
Mali,2/26/20,0
Saint Kitts and Nevis,2/26/20,0
Canada (Northwest Territories),2/26/20,0
Canada (Yukon),2/26/20,0
Kosovo,2/26/20,0
Afghanistan,2/27/20,1
Albania,2/27/20,0
Algeria,2/27/20,1
Andorra,2/27/20,0
Angola,2/27/20,0
Antigua and Barbuda,2/27/20,0
Argentina,2/27/20,0
Armenia,2/27/20,0
Australia (Australian Capital Territory),2/27/20,0
Australia (New South Wales),2/27/20,4
Australia (Northern Territory),2/27/20,0
Australia (Queensland),2/27/20,5
Australia (South Australia),2/27/20,2
Australia (Tasmania),2/27/20,0
Australia (Victoria),2/27/20,4
Australia (Western Australia),2/27/20,0
Austria,2/27/20,3
Azerbaijan,2/27/20,0
Bahamas,2/27/20,0
Bahrain,2/27/20,33
Bangladesh,2/27/20,0
Barbados,2/27/20,0
Belarus,2/27/20,0
Belgium,2/27/20,1
Benin,2/27/20,0
Bhutan,2/27/20,0
Bolivia,2/27/20,0
Bosnia and Herzegovina,2/27/20,0
Brazil,2/27/20,1
Brunei,2/27/20,0
Bulgaria,2/27/20,0
Burkina Faso,2/27/20,0
Cabo Verde,2/27/20,0
Cambodia,2/27/20,1
Cameroon,2/27/20,0
Canada (Alberta),2/27/20,0
Canada (British Columbia),2/27/20,7
Canada (Grand Princess),2/27/20,0
Canada (Manitoba),2/27/20,0
Canada (New Brunswick),2/27/20,0
Canada (Newfoundland and Labrador),2/27/20,0
Canada (Nova Scotia),2/27/20,0
Canada (Ontario),2/27/20,6
Canada (Prince Edward Island),2/27/20,0
Canada (Quebec),2/27/20,0
Canada (Saskatchewan),2/27/20,0
Central African Republic,2/27/20,0
Chad,2/27/20,0
Chile,2/27/20,0
China (Anhui),2/27/20,989
China (Beijing),2/27/20,410
China (Chongqing),2/27/20,576
China (Fujian),2/27/20,296
China (Gansu),2/27/20,91
China (Guangdong),2/27/20,1347
China (Guangxi),2/27/20,252
China (Guizhou),2/27/20,146
China (Hainan),2/27/20,168
China (Hebei),2/27/20,317
China (Heilongjiang),2/27/20,480
China (Henan),2/27/20,1272
China (Hong Kong),2/27/20,92
China (Hubei),2/27/20,65596
China (Hunan),2/27/20,1017
China (Inner Mongolia),2/27/20,75
China (Jiangsu),2/27/20,631
China (Jiangxi),2/27/20,934
China (Jilin),2/27/20,93
China (Liaoning),2/27/20,121
China (Macau),2/27/20,10
China (Ningxia),2/27/20,72
China (Qinghai),2/27/20,18
China (Shaanxi),2/27/20,245
China (Shandong),2/27/20,756
China (Shanghai),2/27/20,337
China (Shanxi),2/27/20,133
China (Sichuan),2/27/20,534
China (Tianjin),2/27/20,136
China (Tibet),2/27/20,1
China (Xinjiang),2/27/20,76
China (Yunnan),2/27/20,174
China (Zhejiang),2/27/20,1205
Colombia,2/27/20,0
Congo (Brazzaville),2/27/20,0
Congo (Kinshasa),2/27/20,0
Costa Rica,2/27/20,0
Cote d'Ivoire,2/27/20,0
Croatia,2/27/20,3
Diamond Princess,2/27/20,705
Cuba,2/27/20,0
Cyprus,2/27/20,0
Czechia,2/27/20,0
Denmark (Faroe Islands),2/27/20,0
Denmark (Greenland),2/27/20,0
Denmark,2/27/20,1
Djibouti,2/27/20,0
Dominican Republic,2/27/20,0
Ecuador,2/27/20,0
Egypt,2/27/20,1
El Salvador,2/27/20,0
Equatorial Guinea,2/27/20,0
Eritrea,2/27/20,0
Estonia,2/27/20,1
Eswatini,2/27/20,0
Ethiopia,2/27/20,0
Fiji,2/27/20,0
Finland,2/27/20,2
France (French Guiana),2/27/20,0
France (French Polynesia),2/27/20,0
France (Guadeloupe),2/27/20,0
France (Mayotte),2/27/20,0
France (New Caledonia),2/27/20,0
France (Reunion),2/27/20,0
France (Saint Barthelemy),2/27/20,0
France (St Martin),2/27/20,0
France (Martinique),2/27/20,0
France,2/27/20,38
Gabon,2/27/20,0
Gambia,2/27/20,0
Georgia,2/27/20,1
Germany,2/27/20,46
Ghana,2/27/20,0
Greece,2/27/20,3
Guatemala,2/27/20,0
Guinea,2/27/20,0
Guyana,2/27/20,0
Haiti,2/27/20,0
Holy See,2/27/20,0
Honduras,2/27/20,0
Hungary,2/27/20,0
Iceland,2/27/20,0
India,2/27/20,3
Indonesia,2/27/20,0
Iran,2/27/20,245
Iraq,2/27/20,7
Ireland,2/27/20,0
Israel,2/27/20,3
Italy,2/27/20,655
Jamaica,2/27/20,0
Japan,2/27/20,214
Jordan,2/27/20,0
Kazakhstan,2/27/20,0
Kenya,2/27/20,0
"Korea, South",2/27/20,1766
Kuwait,2/27/20,43
Kyrgyzstan,2/27/20,0
Latvia,2/27/20,0
Lebanon,2/27/20,2
Liberia,2/27/20,0
Liechtenstein,2/27/20,0
Lithuania,2/27/20,0
Luxembourg,2/27/20,0
Madagascar,2/27/20,0
Malaysia,2/27/20,23
Maldives,2/27/20,0
Malta,2/27/20,0
Mauritania,2/27/20,0
Mauritius,2/27/20,0
Mexico,2/27/20,0
Moldova,2/27/20,0
Monaco,2/27/20,0
Mongolia,2/27/20,0
Montenegro,2/27/20,0
Morocco,2/27/20,0
Namibia,2/27/20,0
Nepal,2/27/20,1
Netherlands (Aruba),2/27/20,0
Netherlands (Curacao),2/27/20,0
Netherlands (Sint Maarten),2/27/20,0
Netherlands,2/27/20,1
New Zealand,2/27/20,0
Nicaragua,2/27/20,0
Niger,2/27/20,0
Nigeria,2/27/20,0
North Macedonia,2/27/20,1
Norway,2/27/20,1
Oman,2/27/20,4
Pakistan,2/27/20,2
Panama,2/27/20,0
Papua New Guinea,2/27/20,0
Paraguay,2/27/20,0
Peru,2/27/20,0
Philippines,2/27/20,3
Poland,2/27/20,0
Portugal,2/27/20,0
Qatar,2/27/20,0
Romania,2/27/20,1
Russia,2/27/20,2
Rwanda,2/27/20,0
Saint Lucia,2/27/20,0
Saint Vincent and the Grenadines,2/27/20,0
San Marino,2/27/20,1
Saudi Arabia,2/27/20,0
Senegal,2/27/20,0
Serbia,2/27/20,0
Seychelles,2/27/20,0
Singapore,2/27/20,93
Slovakia,2/27/20,0
Slovenia,2/27/20,0
Somalia,2/27/20,0
South Africa,2/27/20,0
Spain,2/27/20,15
Sri Lanka,2/27/20,1
Sudan,2/27/20,0
Suriname,2/27/20,0
Sweden,2/27/20,7
Switzerland,2/27/20,8
Taiwan*,2/27/20,32
Tanzania,2/27/20,0
Thailand,2/27/20,40
Togo,2/27/20,0
Trinidad and Tobago,2/27/20,0
Tunisia,2/27/20,0
Turkey,2/27/20,0
Uganda,2/27/20,0
Ukraine,2/27/20,0
United Arab Emirates,2/27/20,13
United Kingdom (Bermuda),2/27/20,0
United Kingdom (Cayman Islands),2/27/20,0
United Kingdom (Channel Islands),2/27/20,0
United Kingdom (Gibraltar),2/27/20,0
United Kingdom (Isle of Man),2/27/20,0
United Kingdom (Montserrat),2/27/20,0
United Kingdom,2/27/20,15
Uruguay,2/27/20,0
US,2/27/20,58
Uzbekistan,2/27/20,0
Venezuela,2/27/20,0
Vietnam,2/27/20,16
Zambia,2/27/20,0
Zimbabwe,2/27/20,0
Canada (Diamond Princess),2/27/20,0
Dominica,2/27/20,0
Grenada,2/27/20,0
Mozambique,2/27/20,0
Syria,2/27/20,0
Timor-Leste,2/27/20,0
Belize,2/27/20,0
Canada (Recovered),2/27/20,0
Laos,2/27/20,0
Libya,2/27/20,0
West Bank and Gaza,2/27/20,0
Guinea-Bissau,2/27/20,0
Mali,2/27/20,0
Saint Kitts and Nevis,2/27/20,0
Canada (Northwest Territories),2/27/20,0
Canada (Yukon),2/27/20,0
Kosovo,2/27/20,0
Afghanistan,2/28/20,1
Albania,2/28/20,0
Algeria,2/28/20,1
Andorra,2/28/20,0
Angola,2/28/20,0
Antigua and Barbuda,2/28/20,0
Argentina,2/28/20,0
Armenia,2/28/20,0
Australia (Australian Capital Territory),2/28/20,0
Australia (New South Wales),2/28/20,4
Australia (Northern Territory),2/28/20,0
Australia (Queensland),2/28/20,5
Australia (South Australia),2/28/20,2
Australia (Tasmania),2/28/20,0
Australia (Victoria),2/28/20,4
Australia (Western Australia),2/28/20,0
Austria,2/28/20,3
Azerbaijan,2/28/20,0
Bahamas,2/28/20,0
Bahrain,2/28/20,36
Bangladesh,2/28/20,0
Barbados,2/28/20,0
Belarus,2/28/20,1
Belgium,2/28/20,1
Benin,2/28/20,0
Bhutan,2/28/20,0
Bolivia,2/28/20,0
Bosnia and Herzegovina,2/28/20,0
Brazil,2/28/20,1
Brunei,2/28/20,0
Bulgaria,2/28/20,0
Burkina Faso,2/28/20,0
Cabo Verde,2/28/20,0
Cambodia,2/28/20,1
Cameroon,2/28/20,0
Canada (Alberta),2/28/20,0
Canada (British Columbia),2/28/20,7
Canada (Grand Princess),2/28/20,0
Canada (Manitoba),2/28/20,0
Canada (New Brunswick),2/28/20,0
Canada (Newfoundland and Labrador),2/28/20,0
Canada (Nova Scotia),2/28/20,0
Canada (Ontario),2/28/20,6
Canada (Prince Edward Island),2/28/20,0
Canada (Quebec),2/28/20,1
Canada (Saskatchewan),2/28/20,0
Central African Republic,2/28/20,0
Chad,2/28/20,0
Chile,2/28/20,0
China (Anhui),2/28/20,990
China (Beijing),2/28/20,410
China (Chongqing),2/28/20,576
China (Fujian),2/28/20,296
China (Gansu),2/28/20,91
China (Guangdong),2/28/20,1348
China (Guangxi),2/28/20,252
China (Guizhou),2/28/20,146
China (Hainan),2/28/20,168
China (Hebei),2/28/20,318
China (Heilongjiang),2/28/20,480
China (Henan),2/28/20,1272
China (Hong Kong),2/28/20,94
China (Hubei),2/28/20,65914
China (Hunan),2/28/20,1017
China (Inner Mongolia),2/28/20,75
China (Jiangsu),2/28/20,631
China (Jiangxi),2/28/20,935
China (Jilin),2/28/20,93
China (Liaoning),2/28/20,121
China (Macau),2/28/20,10
China (Ningxia),2/28/20,72
China (Qinghai),2/28/20,18
China (Shaanxi),2/28/20,245
China (Shandong),2/28/20,756
China (Shanghai),2/28/20,337
China (Shanxi),2/28/20,133
China (Sichuan),2/28/20,538
China (Tianjin),2/28/20,136
China (Tibet),2/28/20,1
China (Xinjiang),2/28/20,76
China (Yunnan),2/28/20,174
China (Zhejiang),2/28/20,1205
Colombia,2/28/20,0
Congo (Brazzaville),2/28/20,0
Congo (Kinshasa),2/28/20,0
Costa Rica,2/28/20,0
Cote d'Ivoire,2/28/20,0
Croatia,2/28/20,5
Diamond Princess,2/28/20,705
Cuba,2/28/20,0
Cyprus,2/28/20,0
Czechia,2/28/20,0
Denmark (Faroe Islands),2/28/20,0
Denmark (Greenland),2/28/20,0
Denmark,2/28/20,1
Djibouti,2/28/20,0
Dominican Republic,2/28/20,0
Ecuador,2/28/20,0
Egypt,2/28/20,1
El Salvador,2/28/20,0
Equatorial Guinea,2/28/20,0
Eritrea,2/28/20,0
Estonia,2/28/20,1
Eswatini,2/28/20,0
Ethiopia,2/28/20,0
Fiji,2/28/20,0
Finland,2/28/20,2
France (French Guiana),2/28/20,0
France (French Polynesia),2/28/20,0
France (Guadeloupe),2/28/20,0
France (Mayotte),2/28/20,0
France (New Caledonia),2/28/20,0
France (Reunion),2/28/20,0
France (Saint Barthelemy),2/28/20,0
France (St Martin),2/28/20,0
France (Martinique),2/28/20,0
France,2/28/20,57
Gabon,2/28/20,0
Gambia,2/28/20,0
Georgia,2/28/20,1
Germany,2/28/20,48
Ghana,2/28/20,0
Greece,2/28/20,4
Guatemala,2/28/20,0
Guinea,2/28/20,0
Guyana,2/28/20,0
Haiti,2/28/20,0
Holy See,2/28/20,0
Honduras,2/28/20,0
Hungary,2/28/20,0
Iceland,2/28/20,1
India,2/28/20,3
Indonesia,2/28/20,0
Iran,2/28/20,388
Iraq,2/28/20,7
Ireland,2/28/20,0
Israel,2/28/20,4
Italy,2/28/20,888
Jamaica,2/28/20,0
Japan,2/28/20,228
Jordan,2/28/20,0
Kazakhstan,2/28/20,0
Kenya,2/28/20,0
"Korea, South",2/28/20,2337
Kuwait,2/28/20,45
Kyrgyzstan,2/28/20,0
Latvia,2/28/20,0
Lebanon,2/28/20,2
Liberia,2/28/20,0
Liechtenstein,2/28/20,0
Lithuania,2/28/20,1
Luxembourg,2/28/20,0
Madagascar,2/28/20,0
Malaysia,2/28/20,23
Maldives,2/28/20,0
Malta,2/28/20,0
Mauritania,2/28/20,0
Mauritius,2/28/20,0
Mexico,2/28/20,1
Moldova,2/28/20,0
Monaco,2/28/20,0
Mongolia,2/28/20,0
Montenegro,2/28/20,0
Morocco,2/28/20,0
Namibia,2/28/20,0
Nepal,2/28/20,1
Netherlands (Aruba),2/28/20,0
Netherlands (Curacao),2/28/20,0
Netherlands (Sint Maarten),2/28/20,0
Netherlands,2/28/20,1
New Zealand,2/28/20,1
Nicaragua,2/28/20,0
Niger,2/28/20,0
Nigeria,2/28/20,1
North Macedonia,2/28/20,1
Norway,2/28/20,6
Oman,2/28/20,4
Pakistan,2/28/20,2
Panama,2/28/20,0
Papua New Guinea,2/28/20,0
Paraguay,2/28/20,0
Peru,2/28/20,0
Philippines,2/28/20,3
Poland,2/28/20,0
Portugal,2/28/20,0
Qatar,2/28/20,0
Romania,2/28/20,3
Russia,2/28/20,2
Rwanda,2/28/20,0
Saint Lucia,2/28/20,0
Saint Vincent and the Grenadines,2/28/20,0
San Marino,2/28/20,1
Saudi Arabia,2/28/20,0
Senegal,2/28/20,0
Serbia,2/28/20,0
Seychelles,2/28/20,0
Singapore,2/28/20,93
Slovakia,2/28/20,0
Slovenia,2/28/20,0
Somalia,2/28/20,0
South Africa,2/28/20,0
Spain,2/28/20,32
Sri Lanka,2/28/20,1
Sudan,2/28/20,0
Suriname,2/28/20,0
Sweden,2/28/20,7
Switzerland,2/28/20,8
Taiwan*,2/28/20,34
Tanzania,2/28/20,0
Thailand,2/28/20,41
Togo,2/28/20,0
Trinidad and Tobago,2/28/20,0
Tunisia,2/28/20,0
Turkey,2/28/20,0
Uganda,2/28/20,0
Ukraine,2/28/20,0
United Arab Emirates,2/28/20,19
United Kingdom (Bermuda),2/28/20,0
United Kingdom (Cayman Islands),2/28/20,0
United Kingdom (Channel Islands),2/28/20,0
United Kingdom (Gibraltar),2/28/20,0
United Kingdom (Isle of Man),2/28/20,0
United Kingdom (Montserrat),2/28/20,0
United Kingdom,2/28/20,20
Uruguay,2/28/20,0
US,2/28/20,60
Uzbekistan,2/28/20,0
Venezuela,2/28/20,0
Vietnam,2/28/20,16
Zambia,2/28/20,0
Zimbabwe,2/28/20,0
Canada (Diamond Princess),2/28/20,0
Dominica,2/28/20,0
Grenada,2/28/20,0
Mozambique,2/28/20,0
Syria,2/28/20,0
Timor-Leste,2/28/20,0
Belize,2/28/20,0
Canada (Recovered),2/28/20,0
Laos,2/28/20,0
Libya,2/28/20,0
West Bank and Gaza,2/28/20,0
Guinea-Bissau,2/28/20,0
Mali,2/28/20,0
Saint Kitts and Nevis,2/28/20,0
Canada (Northwest Territories),2/28/20,0
Canada (Yukon),2/28/20,0
Kosovo,2/28/20,0
Afghanistan,2/29/20,1
Albania,2/29/20,0
Algeria,2/29/20,1
Andorra,2/29/20,0
Angola,2/29/20,0
Antigua and Barbuda,2/29/20,0
Argentina,2/29/20,0
Armenia,2/29/20,0
Australia (Australian Capital Territory),2/29/20,0
Australia (New South Wales),2/29/20,4
Australia (Northern Territory),2/29/20,0
Australia (Queensland),2/29/20,9
Australia (South Australia),2/29/20,3
Australia (Tasmania),2/29/20,0
Australia (Victoria),2/29/20,7
Australia (Western Australia),2/29/20,2
Austria,2/29/20,9
Azerbaijan,2/29/20,0
Bahamas,2/29/20,0
Bahrain,2/29/20,41
Bangladesh,2/29/20,0
Barbados,2/29/20,0
Belarus,2/29/20,1
Belgium,2/29/20,1
Benin,2/29/20,0
Bhutan,2/29/20,0
Bolivia,2/29/20,0
Bosnia and Herzegovina,2/29/20,0
Brazil,2/29/20,2
Brunei,2/29/20,0
Bulgaria,2/29/20,0
Burkina Faso,2/29/20,0
Cabo Verde,2/29/20,0
Cambodia,2/29/20,1
Cameroon,2/29/20,0
Canada (Alberta),2/29/20,0
Canada (British Columbia),2/29/20,8
Canada (Grand Princess),2/29/20,0
Canada (Manitoba),2/29/20,0
Canada (New Brunswick),2/29/20,0
Canada (Newfoundland and Labrador),2/29/20,0
Canada (Nova Scotia),2/29/20,0
Canada (Ontario),2/29/20,11
Canada (Prince Edward Island),2/29/20,0
Canada (Quebec),2/29/20,1
Canada (Saskatchewan),2/29/20,0
Central African Republic,2/29/20,0
Chad,2/29/20,0
Chile,2/29/20,0
China (Anhui),2/29/20,990
China (Beijing),2/29/20,411
China (Chongqing),2/29/20,576
China (Fujian),2/29/20,296
China (Gansu),2/29/20,91
China (Guangdong),2/29/20,1349
China (Guangxi),2/29/20,252
China (Guizhou),2/29/20,146
China (Hainan),2/29/20,168
China (Hebei),2/29/20,318
China (Heilongjiang),2/29/20,480
China (Henan),2/29/20,1272
China (Hong Kong),2/29/20,95
China (Hubei),2/29/20,66337
China (Hunan),2/29/20,1018
China (Inner Mongolia),2/29/20,75
China (Jiangsu),2/29/20,631
China (Jiangxi),2/29/20,935
China (Jilin),2/29/20,93
China (Liaoning),2/29/20,121
China (Macau),2/29/20,10
China (Ningxia),2/29/20,73
China (Qinghai),2/29/20,18
China (Shaanxi),2/29/20,245
China (Shandong),2/29/20,756
China (Shanghai),2/29/20,337
China (Shanxi),2/29/20,133
China (Sichuan),2/29/20,538
China (Tianjin),2/29/20,136
China (Tibet),2/29/20,1
China (Xinjiang),2/29/20,76
China (Yunnan),2/29/20,174
China (Zhejiang),2/29/20,1205
Colombia,2/29/20,0
Congo (Brazzaville),2/29/20,0
Congo (Kinshasa),2/29/20,0
Costa Rica,2/29/20,0
Cote d'Ivoire,2/29/20,0
Croatia,2/29/20,6
Diamond Princess,2/29/20,705
Cuba,2/29/20,0
Cyprus,2/29/20,0
Czechia,2/29/20,0
Denmark (Faroe Islands),2/29/20,0
Denmark (Greenland),2/29/20,0
Denmark,2/29/20,3
Djibouti,2/29/20,0
Dominican Republic,2/29/20,0
Ecuador,2/29/20,0
Egypt,2/29/20,1
El Salvador,2/29/20,0
Equatorial Guinea,2/29/20,0
Eritrea,2/29/20,0
Estonia,2/29/20,1
Eswatini,2/29/20,0
Ethiopia,2/29/20,0
Fiji,2/29/20,0
Finland,2/29/20,3
France (French Guiana),2/29/20,0
France (French Polynesia),2/29/20,0
France (Guadeloupe),2/29/20,0
France (Mayotte),2/29/20,0
France (New Caledonia),2/29/20,0
France (Reunion),2/29/20,0
France (Saint Barthelemy),2/29/20,0
France (St Martin),2/29/20,0
France (Martinique),2/29/20,0
France,2/29/20,100
Gabon,2/29/20,0
Gambia,2/29/20,0
Georgia,2/29/20,1
Germany,2/29/20,79
Ghana,2/29/20,0
Greece,2/29/20,4
Guatemala,2/29/20,0
Guinea,2/29/20,0
Guyana,2/29/20,0
Haiti,2/29/20,0
Holy See,2/29/20,0
Honduras,2/29/20,0
Hungary,2/29/20,0
Iceland,2/29/20,1
India,2/29/20,3
Indonesia,2/29/20,0
Iran,2/29/20,593
Iraq,2/29/20,13
Ireland,2/29/20,1
Israel,2/29/20,7
Italy,2/29/20,1128
Jamaica,2/29/20,0
Japan,2/29/20,241
Jordan,2/29/20,0
Kazakhstan,2/29/20,0
Kenya,2/29/20,0
"Korea, South",2/29/20,3150
Kuwait,2/29/20,45
Kyrgyzstan,2/29/20,0
Latvia,2/29/20,0
Lebanon,2/29/20,4
Liberia,2/29/20,0
Liechtenstein,2/29/20,0
Lithuania,2/29/20,1
Luxembourg,2/29/20,1
Madagascar,2/29/20,0
Malaysia,2/29/20,25
Maldives,2/29/20,0
Malta,2/29/20,0
Mauritania,2/29/20,0
Mauritius,2/29/20,0
Mexico,2/29/20,4
Moldova,2/29/20,0
Monaco,2/29/20,1
